2026-05-21T12:13:56.844Z CLI debug [main]    Starting main function execution
2026-05-21T12:13:56.844Z CLI debug [main]    Generated binSessionId: 9a175408-8a04-4ee8-b577-23b4f5639b1b
2026-05-21T12:13:56.847Z CLI debug [main]    Resolved listen address: 127.0.0.1:5400
2026-05-21T12:13:56.861Z CLI info [main]    Server listening on port: 5400
2026-05-21T12:13:56.861Z CLI debug    [2026-05-21T12:13:56.861Z][ TEST REPORTING AND ANALYTICS ] Monitoring has started
2026-05-21T12:13:56.882Z CLI debug [core:bin-session]    Starting bin session with config: {"binSessionId":"9a175408-8a04-4ee8-b577-23b4f5639b1b","sdkLanguage":"ECMAScript","sdkVersion":"9.27.0","pathProject":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests","pathConfig":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests\\browserstack.yml","cliArgs":["run","wdio.conf.js"],"frameworks":["WebdriverIO","WebdriverIO-mocha"],"frameworkVersions":{"WebdriverIO":"9.27.0","WebdriverIO-mocha":"9.27.0"},"language":"ECMAScript","languageVersion":"","testFramework":"WebdriverIO-mocha","wdioConfig":"{\"userName\":\"****\",\"accessKey\":\"****\",\"platforms\":[{\"platformName\":\"iOS\",\"appium:deviceName\":\"iPhone 15\",\"appium:platformVersion\":\"17\",\"appium:automationName\":\"XCUITest\",\"appium:app\":\"bs://54e7334ee1f06ea30cf8caf212b0e2b6d04ed1ad\",\"wdioService\":\"9.27.0\"}],\"isNonBstackA11yWDIO\":false,\"browserstackLocal\":true,\"accessibility\":null,\"testObservability\":true,\"testContextOptions\":{\"skipSessionName\":false,\"skipSessionStatus\":false,\"sessionNameOmitTestTitle\":false,\"sessionNamePrependTopLevelSuiteTitle\":false,\"sessionNameFormat\":\"\"},\"buildTag\":[]}"}
2026-05-21T12:13:56.884Z CLI info    Config : {"userName":"[REDACTED]","accessKey":"[REDACTED]","platforms":[{"platformName":"iOS","appium:deviceName":"iPhone 15","appium:platformVersion":"17","appium:automationName":"XCUITest","appium:app":"bs://54e7334ee1f06ea30cf8caf212b0e2b6d04ed1ad","wdioService":"9.27.0"}],"isNonBstackA11yWDIO":false,"browserstackLocal":true,"accessibility":null,"testObservability":true,"testContextOptions":{"skipSessionName":false,"skipSessionStatus":false,"sessionNameOmitTestTitle":false,"sessionNamePrependTopLevelSuiteTitle":false,"sessionNameFormat":""},"buildTag":[]}
2026-05-21T12:13:56.926Z CLI info    Should start debug utility: undefined
2026-05-21T12:13:56.992Z CLI debug [sdk:service]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  StartBinSession details: {"binSessionId":"9a175408-8a04-4ee8-b577-23b4f5639b1b","sdkLanguage":"ECMAScript","sdkVersion":"9.27.0","pathProject":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests","pathConfig":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests\\browserstack.yml","cliArgs":["run","wdio.conf.js"],"frameworks":["WebdriverIO","WebdriverIO-mocha"],"frameworkVersions":{"WebdriverIO":"9.27.0","WebdriverIO-mocha":"9.27.0"},"language":"ECMAScript","languageVersion":"","testFramework":"WebdriverIO-mocha","wdioConfig":"{\"userName\":\"[REDACTED]\",\"accessKey\":\"[REDACTED]\",\"platforms\":[{\"platformName\":\"iOS\",\"appium:deviceName\":\"iPhone 15\",\"appium:platformVersion\":\"17\",\"appium:automationName\":\"XCUITest\",\"appium:app\":\"bs://54e7334ee1f06ea30cf8caf212b0e2b6d04ed1ad\",\"wdioService\":\"9.27.0\"}],\"isNonBstackA11yWDIO\":false,\"browserstackLocal\":true,\"accessibility\":null,\"testObservability\":true,\"testContextOptions\":{\"skipSessionName\":false,\"skipSessionStatus\":false,\"sessionNameOmitTestTitle\":false,\"sessionNamePrependTopLevelSuiteTitle\":false,\"sessionNameFormat\":\"\"},\"buildTag\":[]}","id":"9a175408-8a04-4ee8-b577-23b4f5639b1b","config":{"userName":"[REDACTED]","accessKey":"[REDACTED]","platforms":[{"platformName":"iOS","appium:deviceName":"iPhone 15","appium:platformVersion":"17","appium:automationName":"XCUITest","appium:app":"bs://54e7334ee1f06ea30cf8caf212b0e2b6d04ed1ad","wdioService":"9.27.0"}],"isNonBstackA11yWDIO":false,"browserstackLocal":true,"accessibility":null,"testObservability":true,"testContextOptions":{"skipSessionName":false,"skipSessionStatus":false,"sessionNameOmitTestTitle":false,"sessionNamePrependTopLevelSuiteTitle":false,"sessionNameFormat":""},"buildTag":[],"browserStackLocalOptions":{"localIdentifier":"May_21_0913_JpMartin_kndh","key":"[REDACTED]","skipBinaryInitialisation":false},"browserstackAutomation":true,"selfHeal":false,"disableAutoCaptureLogs":false,"testhub":true,"additionalPlatforms":[],"additionalParams":{}},"ciInfo":{"build_number":null},"versionControlInfo":{"name":"git","sha":"1402e673d4bf2fbce60e1c062199e4fd64eaf8dc","short_sha":"1402e673d4","branch":"main","tag":null,"committer":"Joao <djoaopedromartin8@gmail.com>","committer_date":"1779334802","author":"Joao <djoaopedromartin8@gmail.com>","author_date":"1779334802","commit_message":"Projeto testes iOS","root":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests","common_git_dir":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests\\.git","worktree_git_dir":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests\\.git","last_tag":null,"commits_since_last_tag":null,"remotes":[{"name":"origin","url":"https://github.com/JoaoPedromart573/ios-mobile-tests.git"}]},"hostInfo":{"hostname":"JpMartin","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"data":{},"isAppAutomate":false,"browserstackSDK":"WebdriverIO-mocha-ECMAScriptagent/9.27.0","productMap":{"observability":true,"accessibility":false,"percy":false,"automate":true,"app_automate":false,"turboscale":false,"central_scanner":false,"lts":false}}
2026-05-21T12:13:56.993Z CLI info [testhub:module]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Starting testhub from 9496:0
2026-05-21T12:13:56.993Z CLI debug [testhub:utils]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  detectBuildTool: no build tool detected for language "ecmascript"
2026-05-21T12:13:56.993Z CLI debug [testhub:module]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  startBuild: payload={"started_at":"2026-05-21T12:13:56.993Z","host_info":{"hostname":"JpMartin","platform":"win32","type":"Windows_NT","version":"Windows 10 Home Single Language","arch":"x64"},"ci_info":{"build_number":null},"version_control":{"name":"git","sha":"1402e673d4bf2fbce60e1c062199e4fd64eaf8dc","short_sha":"1402e673d4","branch":"main","tag":null,"committer":"Joao <djoaopedromartin8@gmail.com>","committer_date":"1779334802","author":"Joao <djoaopedromartin8@gmail.com>","author_date":"1779334802","commit_message":"Projeto testes iOS","root":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests","common_git_dir":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests\\.git","worktree_git_dir":"C:\\Users\\djoao\\Desktop\\repositorio\\ios-mobile-tests\\.git","last_tag":null,"commits_since_last_tag":null,"remotes":[{"name":"origin","url":"https://github.com/JoaoPedromart573/ios-mobile-tests.git"}]},"project_name":"","build_run_identifier":null,"description":"","tags":[],"failed_tests_rerun":false,"accessibility":{"settings":{}},"framework_details":{"frameworkName":"WebdriverIO-mocha","frameworkVersion":"9.27.0","sdkVersion":"9.27.0","cliVersion":"1.33.4","language":"ECMAScript","testFramework":{"name":"WebdriverIO","version":"9.27.0"}},"product_map":{"observability":true,"accessibility":null,"percy":false,"automate":true,"app_automate":false,"lts":false},"browserstackAutomation":true,"test_orchestration":{}}
2026-05-21T12:13:56.993Z CLI info   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  [PRODUCTION] Making POST request to https://sdk.browserstack.com
2026-05-21T12:13:56.994Z CLI debug [core:http]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://sdk.browserstack.com/api/v1/build/start
2026-05-21T12:13:56.994Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  FindNearestHub called with hubPath: /wd/hub
2026-05-21T12:13:56.994Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  No cached result or no search in-progress, initiating findNearestHub
2026-05-21T12:13:56.994Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Fetching list of next available hubs from BrowserStack
2026-05-21T12:13:56.995Z CLI info   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  [PRODUCTION] Making GET request to https://hub.browserstack.com
2026-05-21T12:13:56.995Z CLI debug [core:http]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://hub.browserstack.com/next_hubs
2026-05-21T12:13:57.609Z CLI debug [core:http]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub.browserstack.com/next_hubs: 200 OK
2026-05-21T12:13:57.609Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub.browserstack.com/next_hubs: 200
2026-05-21T12:13:57.609Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Fetched next hubs successfully: {"hubs":["hub-use.browserstack.com","hub-usw.browserstack.com","hub-euw.browserstack.com"]}
2026-05-21T12:13:57.610Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Checking hub availability at https://hub-use.browserstack.com
2026-05-21T12:13:57.610Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://hub-use.browserstack.com/check
2026-05-21T12:13:57.610Z CLI info   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  [PRODUCTION] Making GET request to https://hub-use.browserstack.com
2026-05-21T12:13:57.610Z CLI debug [core:http]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://hub-use.browserstack.com/check
2026-05-21T12:13:57.610Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Checking hub availability at https://hub-usw.browserstack.com
2026-05-21T12:13:57.610Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://hub-usw.browserstack.com/check
2026-05-21T12:13:57.610Z CLI info   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  [PRODUCTION] Making GET request to https://hub-usw.browserstack.com
2026-05-21T12:13:57.610Z CLI debug [core:http]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://hub-usw.browserstack.com/check
2026-05-21T12:13:57.611Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Checking hub availability at https://hub-euw.browserstack.com
2026-05-21T12:13:57.611Z CLI debug [selenium]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://hub-euw.browserstack.com/check
2026-05-21T12:13:57.611Z CLI info   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  [PRODUCTION] Making GET request to https://hub-euw.browserstack.com
2026-05-21T12:13:57.611Z CLI debug [core:http]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://hub-euw.browserstack.com/check
2026-05-21T12:13:57.615Z CLI debug   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file request:https://hub.browserstack.com/next_hubs {"name":"request:https://hub.browserstack.com/next_hubs","entryType":"measure","startTime":1779365636994.4712,"duration":614.5679999887943,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:57.990Z CLI debug [core:http]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://sdk.browserstack.com/api/v1/build/start: 200 OK
2026-05-21T12:13:57.991Z CLI info [testhub:module]   [9a175408-8a04-4ee8-b577-23b4f5639b1b]  startBuild: response=qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c
2026-05-21T12:13:57.992Z CLI debug [testhub:module]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  onStart: 9a175408-8a04-4ee8-b577-23b4f5639b1b
2026-05-21T12:13:57.993Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Firing CLI event for funnel data at sdk/v1/event
2026-05-21T12:13:57.993Z CLI debug [instrumentation:funnel]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to sdk/v1/event
2026-05-21T12:13:57.993Z CLI info  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  [PRODUCTION] Making POST request to https://api.browserstack.com
2026-05-21T12:13:57.994Z CLI debug [core:http]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sending request to https://api.browserstack.com/sdk/v1/event
2026-05-21T12:13:57.996Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file sdk:hook:onStart:_0x580fe7 {"name":"sdk:hook:onStart:_0x580fe7","entryType":"measure","startTime":1779365636992.4414,"duration":999.6121999919415,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:57.996Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Need to write this in file sdk:testhub
2026-05-21T12:13:58.000Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  lock attaned.
2026-05-21T12:13:58.000Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file request:https://sdk.browserstack.com/api/v1/build/start {"name":"request:https://sdk.browserstack.com/api/v1/build/start","entryType":"measure","startTime":1779365636993.4954,"duration":996.599799990654,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.210Z CLI debug [core:http]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub-use.browserstack.com/check: 200 OK
2026-05-21T12:13:58.211Z CLI debug [selenium]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub-use.browserstack.com/check: 200 - Hub available
2026-05-21T12:13:58.211Z CLI debug [selenium]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Hub at https://hub-use.browserstack.com responded successfully with latency: 601.3015999794006 ms.
2026-05-21T12:13:58.211Z CLI debug [selenium]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Successfully found nearest hub
2026-05-21T12:13:58.212Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Need to write this in file sdk:cli:findNearestHub
2026-05-21T12:13:58.213Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  lock attaned.
2026-05-21T12:13:58.213Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file request:https://hub-use.browserstack.com/check {"name":"request:https://hub-use.browserstack.com/check","entryType":"measure","startTime":1779365637609.5972,"duration":601.0049999952316,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.246Z CLI debug [core:http]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://api.browserstack.com/sdk/v1/event: 200 OK
2026-05-21T12:13:58.247Z CLI debug [instrumentation:funnel]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from sdk/v1/event: 200
2026-05-21T12:13:58.247Z CLI debug [instrumentation:funnel]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  API Event response - {"data":{"message":"SDK Event recorded successfully"},"body":"{\"message\":\"SDK Event recorded successfully\"}","statusCode":200}
2026-05-21T12:13:58.247Z CLI debug [instrumentation:module]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Instrumentation onStart: 9a175408-8a04-4ee8-b577-23b4f5639b1b
2026-05-21T12:13:58.247Z CLI debug [TEST REPORTING AND ANALYTICS:module]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  onStart: 9a175408-8a04-4ee8-b577-23b4f5639b1b language=ecmascript
2026-05-21T12:13:58.248Z CLI debug [ai:module]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  onStart: enabled=false isAuthenticated=undefined
2026-05-21T12:13:58.248Z CLI debug [percy:module]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  onStart: enabled=false configured=false
2026-05-21T12:13:58.248Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Sanitizing local args: {"localIdentifier":"May_21_0913_JpMartin_kndh","key":"[REDACTED]","skipBinaryInitialisation":false}
2026-05-21T12:13:58.251Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file sdk:hook:onStart:instrumentation:module {"name":"sdk:hook:onStart:instrumentation:module","entryType":"measure","startTime":1779365637992.1162,"duration":254.5590000152588,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.251Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file request:https://api.browserstack.com/sdk/v1/event {"name":"request:https://api.browserstack.com/sdk/v1/event","entryType":"measure","startTime":1779365637993.4788,"duration":252.87630000710487,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.251Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file sdk:hook:onStart:observability:module {"name":"sdk:hook:onStart:observability:module","entryType":"measure","startTime":1779365638246.9377,"duration":0.1881999969482422,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.251Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file sdk:hook:onStart:accessibility:module {"name":"sdk:hook:onStart:accessibility:module","entryType":"measure","startTime":1779365638247.17,"duration":0.018200010061264038,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.251Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file sdk:hook:onStart:_0x441e63 {"name":"sdk:hook:onStart:_0x441e63","entryType":"measure","startTime":1779365638247.3555,"duration":0.09229999780654907,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.251Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file sdk:hook:onStart:_0x3f6988 {"name":"sdk:hook:onStart:_0x3f6988","entryType":"measure","startTime":1779365638247.4956,"duration":0.1850999891757965,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.251Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Need to write this in file sdk:percy
2026-05-21T12:13:58.252Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  lock attaned.
2026-05-21T12:13:58.252Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Need to write this in file sdk:proxy-setup
2026-05-21T12:13:58.311Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  lock attaned.
2026-05-21T12:13:58.407Z CLI debug [core:http]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub-usw.browserstack.com/check: 200 OK
2026-05-21T12:13:58.408Z CLI debug [selenium]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub-usw.browserstack.com/check: 200 - Hub available
2026-05-21T12:13:58.408Z CLI debug [selenium]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Hub at https://hub-usw.browserstack.com responded successfully with latency: 797.509400010109 ms.
2026-05-21T12:13:58.408Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file request:https://hub-usw.browserstack.com/check {"name":"request:https://hub-usw.browserstack.com/check","entryType":"measure","startTime":1779365637610.061,"duration":797.2014000117779,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
2026-05-21T12:13:58.490Z CLI debug [core:http]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub-euw.browserstack.com/check: 200 OK
2026-05-21T12:13:58.491Z CLI debug [selenium]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Response from https://hub-euw.browserstack.com/check: 200 - Hub available
2026-05-21T12:13:58.491Z CLI debug [selenium]  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Hub at https://hub-euw.browserstack.com responded successfully with latency: 879.7260000109673 ms.
2026-05-21T12:13:58.491Z CLI debug  [qdyp8m93qzp1ajtwcrjbj7bhffmppstjrkjp316c]  [9a175408-8a04-4ee8-b577-23b4f5639b1b]  Not Needed to write this in file request:https://hub-euw.browserstack.com/check {"name":"request:https://hub-euw.browserstack.com/check","entryType":"measure","startTime":1779365637610.9077,"duration":879.4209000170231,"detail":null,"success":true,"failure":null,"worker":"unknown","platform":0}
